Date,Open,High,Low,Close,Adj Close,Volume
2012-07-17,21.963947,22.514231,21.916510,22.409866,15.765704,43323827
2012-07-18,22.324478,22.552181,22.277040,22.457306,15.799084,36780279
2012-07-19,22.390892,22.609108,22.258064,22.580645,15.885857,113013569
2012-07-20,22.476280,22.647058,22.419355,22.485769,15.819110,118359668
2012-07-23,22.267551,22.457306,22.182163,22.390892,15.752355,110434009
2012-07-24,22.201139,22.324478,21.888046,22.182163,15.605511,38608652
2012-07-25,22.191650,22.305504,21.916510,22.134726,15.572138,30251486
2012-07-26,22.333965,22.476280,22.229603,22.286528,15.678941,26874997
2012-07-27,22.457306,22.713472,22.305504,22.609108,15.905875,36427294
2012-07-30,22.552181,22.618595,22.362429,22.495256,15.825782,31293998
2012-07-31,22.685009,23.235294,22.675522,22.808350,16.046047,58289467
2012-08-01,22.694496,22.941175,22.514231,22.713472,16.126881,44843379
2012-08-02,22.590134,22.770397,22.419355,22.694496,16.113417,31750169
2012-08-03,22.865274,23.083490,22.855787,23.036053,16.355915,34861155
2012-08-06,22.998102,23.121443,22.960152,23.017078,16.342449,27235465
2012-08-07,22.770397,22.817837,22.514231,22.523720,15.992162,59418618
2012-08-08,22.495256,22.675522,22.485769,22.609108,16.052788,31970982
2012-08-09,22.609108,22.827324,22.504744,22.647058,16.079727,25883921
2012-08-10,22.637571,22.713472,22.533207,22.713472,16.126881,20884167
2012-08-13,22.590134,22.647058,22.447819,22.504744,15.978687,24283633
2012-08-14,22.628082,22.846300,22.609108,22.751423,16.153830,25019009
2012-08-15,22.751423,22.941175,22.741936,22.808350,16.194250,18808946
2012-08-16,22.836811,22.846300,22.609108,22.789373,16.180775,22399503
2012-08-17,22.836811,22.836811,22.457306,22.571157,16.025843,30791556
2012-08-20,22.495256,22.751423,22.495256,22.685009,16.106678,24482417
2012-08-21,22.675522,22.741936,22.438330,22.476280,15.958474,22419212
2012-08-22,22.381405,22.561670,22.381405,22.485769,15.965214,20276114
2012-08-23,22.552181,22.609108,22.485769,22.523720,15.992162,22242140
2012-08-24,22.504744,22.865274,22.504744,22.779886,16.174042,24331274
2012-08-27,22.694496,22.779886,22.647058,22.666035,16.093199,20384676
2012-08-28,22.609108,22.789373,22.599621,22.628082,16.066252,19292627
2012-08-29,22.685009,22.874763,22.580645,22.732449,16.140356,19361558
2012-08-30,22.647058,22.760912,22.590134,22.618595,16.059517,20815657
2012-08-31,22.656546,22.836811,22.533207,22.637571,16.072992,27648317
2012-09-04,22.571157,22.675522,22.523720,22.561670,16.019104,36650110
2012-09-05,22.685009,22.722960,22.504744,22.694496,16.113417,24902015
2012-09-06,22.865274,23.130930,22.855787,23.092979,16.396341,24826232
2012-09-07,23.064516,23.111954,22.893738,22.998102,16.328974,24032676
2012-09-10,22.960152,23.017078,22.865274,22.865274,16.234665,18034783
2012-09-11,22.846300,22.988615,22.827324,22.931688,16.281820,21215544
2012-09-12,22.922201,22.969639,22.836811,22.836811,16.214455,21037735
2012-09-13,22.808350,23.017078,22.628082,23.007589,16.335712,32576927
2012-09-14,22.941175,22.941175,22.419355,22.580645,16.032576,62217093
2012-09-17,22.466793,22.817837,22.466793,22.789373,16.180775,29911993
2012-09-18,22.713472,22.855787,22.685009,22.779886,16.174042,26447917
2012-09-19,22.808350,23.130930,22.789373,22.922201,16.275080,29021890
2012-09-20,22.893738,23.159393,22.808350,23.159393,16.443495,28662054
2012-09-21,23.206831,23.396584,23.140417,23.263758,16.517593,47876158
2012-09-24,23.197344,23.567362,23.197344,23.481974,16.672527,27924676
2012-09-25,23.567362,23.861481,23.529411,23.567362,16.733156,36073782
2012-09-26,23.633776,23.709677,23.519924,23.557875,16.726423,30544498
2012-09-27,23.595825,23.738140,23.586338,23.681213,16.813988,24338230
2012-09-28,23.719166,23.719166,23.491461,23.576851,16.739895,26697082
2012-10-01,23.529411,23.861481,23.529411,23.757116,16.867884,24053123
2012-10-02,23.889942,24.108158,23.690702,23.833017,16.921772,32139622
2012-10-03,23.823528,24.051233,23.757116,24.022770,17.056507,23433582
2012-10-04,24.117647,24.165085,24.013283,24.051233,17.076714,26368340
2012-10-05,24.155598,24.278936,24.070210,24.212524,17.191225,25998386
2012-10-08,24.155598,24.212524,23.918406,24.098673,17.110394,19804660
2012-10-09,24.013283,24.184061,23.965843,24.013283,17.049763,22242246
2012-10-10,24.041746,24.098673,23.728653,23.870968,16.948717,22615362
2012-10-11,23.984819,24.089184,23.719166,23.833017,16.921772,24103821
2012-10-12,23.870968,23.946869,23.747627,23.833017,16.921772,24411062
2012-10-15,23.880455,24.307400,23.851992,24.259962,17.224916,32580194
2012-10-16,24.373814,24.601519,24.335863,24.478178,17.379848,27133544
2012-10-17,24.535105,24.601519,24.402277,24.516129,17.406797,22876332
2012-10-18,24.373814,24.753321,24.364326,24.705881,17.541519,28790748
2012-10-19,24.620493,24.667933,24.288425,24.440228,17.352903,42465660
2012-10-22,24.364326,24.421251,24.070210,24.288425,17.245119,25659735
2012-10-23,24.003796,24.060720,23.738140,23.899431,16.968929,28862736
2012-10-24,23.975332,24.240988,23.918406,24.013283,17.049763,29442647
2012-10-25,24.165085,24.345350,24.060720,24.297913,17.251856,27433512
2012-10-26,24.174574,24.345350,24.079697,24.127134,17.130602,22178163
2012-10-31,24.335863,24.430740,23.586338,23.595825,16.753370,40352495
2012-11-01,23.548388,23.548388,23.140417,23.292219,16.537800,57376598
2012-11-02,23.444023,23.595825,23.292219,23.292219,16.537800,32793734
2012-11-05,23.168880,23.453510,23.168880,23.320683,16.558018,21531428
2012-11-06,23.349146,23.681213,23.311195,23.444023,16.645584,31404246
2012-11-07,23.206831,23.358635,22.760912,22.931688,16.428083,52061276
2012-11-08,22.922201,23.149904,22.789373,22.922201,16.421289,37608196
2012-11-09,22.827324,23.168880,22.789373,22.931688,16.428083,34255000
2012-11-12,22.912712,23.130930,22.789373,22.874763,16.387308,24773005
2012-11-13,22.770397,23.083490,22.628082,22.817837,16.346523,27530796
2012-11-14,22.808350,22.865274,22.523720,22.590134,16.183395,33072096
2012-11-15,22.495256,22.694496,22.343454,22.447819,16.081446,28889191
2012-11-16,22.419355,22.656546,22.400379,22.637571,16.217375,44181888
2012-11-19,22.798861,22.998102,22.647058,22.903227,16.407696,37695151
2012-11-20,22.884251,23.036053,22.703985,23.036053,16.502855,28652674
2012-11-21,23.121443,23.130930,22.960152,23.102467,16.550430,29470789
2012-11-23,23.159393,23.273245,23.121443,23.273245,16.672768,26588415
2012-11-26,23.092979,23.263758,23.064516,23.235294,16.645584,37703793
2012-11-27,23.017078,23.197344,22.979128,23.007589,16.482458,32539826
2012-11-28,22.988615,23.425047,22.912712,23.406073,16.767925,31162248
2012-11-29,23.444023,23.652752,23.444023,23.576851,16.890268,33352881
2012-11-30,23.633776,23.795067,23.453510,23.738140,17.005819,39200895
2012-12-03,23.757116,24.003796,23.719166,23.804554,17.053402,29809333
2012-12-04,23.757116,23.975332,23.738140,23.880455,17.107773,31957385
2012-12-05,23.851992,24.468691,23.851992,24.326376,17.427227,47992731
2012-12-06,24.240988,24.459204,24.212524,24.297913,17.406834,33158418
2012-12-07,24.222012,24.297913,23.870968,24.250475,17.372850,32428840
2012-12-10,24.117647,24.288425,24.060720,24.108158,17.270897,28340795
2012-12-11,24.222012,24.459204,24.212524,24.326376,17.427227,32344941
2012-12-12,24.307400,24.430740,24.136621,24.203035,17.338863,31448725
2012-12-13,24.127134,24.335863,24.032257,24.032257,17.216526,27886837
2012-12-14,23.927895,24.070210,23.861481,23.889942,17.114569,27318415
2012-12-17,23.880455,24.165085,23.861481,24.060720,17.236916,30144084
2012-12-18,24.051233,24.383303,23.975332,24.326376,17.427227,34869904
2012-12-19,24.316889,24.468691,24.022770,24.051233,17.230118,30866706
2012-12-20,24.022770,24.136621,23.956356,24.127134,17.284498,27061450
2012-12-21,24.089184,24.212524,23.766603,23.795067,17.046602,65008507
2012-12-24,23.728653,23.918406,23.719166,23.795067,17.046602,11437376
2012-12-26,23.766603,24.032257,23.757116,23.946869,17.155361,23038332
2012-12-27,23.880455,23.927895,23.538898,23.851992,17.087387,26014512
2012-12-28,23.719166,23.889942,23.605312,23.614801,16.917461,22778837
2012-12-31,23.406073,23.814041,23.368120,23.795067,17.046602,35543831
2013-01-02,24.222012,24.582542,24.032257,24.582542,17.610739,35332399
2013-01-03,24.648956,24.658443,24.250475,24.525618,17.569960,35580300
2013-01-04,24.525618,24.658443,24.440228,24.629980,17.644728,30149565
2013-01-07,24.582542,24.715370,24.449715,24.648956,17.658323,27172015
2013-01-08,24.667933,24.905123,24.648956,24.686907,17.685507,32734078
2013-01-09,24.876659,25.199242,24.848198,25.113852,17.991369,36057551
2013-01-10,25.161289,25.398481,25.037951,25.388994,18.188475,35926433
2013-01-11,25.370020,25.455408,25.142315,25.161289,18.025352,29319856
2013-01-14,25.246679,25.502846,25.189753,25.370020,18.174881,25330360
2013-01-15,25.227703,25.275143,25.142315,25.256166,18.093319,31553914
2013-01-16,25.170778,25.256166,25.142315,25.246679,18.086527,30049856
2013-01-17,25.379507,25.578749,25.265656,25.455408,18.236059,39122372
2013-01-18,25.218216,25.303604,24.990513,25.180265,18.038944,57740228
2013-01-22,25.208729,25.313093,25.066414,25.313093,18.134106,34011315
2013-01-23,25.161289,25.370020,25.094877,25.284630,18.113716,32838951
2013-01-24,25.493359,25.901327,25.464895,25.474382,18.249653,46845030
2013-01-25,25.597723,25.616697,25.388994,25.616697,18.351603,54951871
2013-01-28,25.711575,25.749525,25.464895,25.464895,18.242853,48228194
2013-01-29,25.559772,26.413662,25.464895,26.280834,18.827385,80102314
2013-01-30,26.119545,26.252373,25.986717,26.100569,18.861670,47638060
2013-01-31,26.015181,26.157495,25.882353,25.882353,18.703976,34747323
2013-02-01,26.166983,26.375711,25.967743,26.214420,18.943945,36676987
2013-02-04,25.967743,26.072105,25.777988,25.777988,18.628551,32521802
2013-02-05,25.844402,26.185959,25.834915,26.100569,18.861670,28883711
2013-02-06,26.015181,26.091082,25.891842,25.920303,18.731400,29236801
2013-02-07,25.929790,25.958254,25.550285,25.578749,18.484575,40492677
2013-02-08,25.578749,25.645161,25.417458,25.502846,18.429720,39466608
2013-02-11,25.512335,25.834915,25.512335,25.749525,18.607985,27722308
2013-02-12,25.749525,25.787476,25.607210,25.607210,18.505135,22303062
2013-02-13,25.626186,25.796965,25.455408,25.616697,18.511995,25194816
2013-02-14,25.531309,25.749525,25.436434,25.673624,18.553135,25517235
2013-02-15,25.759012,26.024668,25.730551,25.891842,18.710838,31177636
2013-02-19,25.996204,26.290323,25.977230,26.290323,18.998796,29956788
2013-02-20,26.233397,26.328274,26.138519,26.157495,18.902803,27465343
2013-02-21,26.005693,26.129032,25.834915,26.005693,18.793106,25840918
2013-02-22,26.072105,26.091082,25.740038,25.977230,18.772539,31332153
2013-02-25,25.815939,25.948767,25.464895,25.464895,18.402292,37458528
2013-02-26,25.512335,25.711575,25.445921,25.645161,18.532568,31605244
2013-02-27,25.550285,26.129032,25.540796,26.005693,18.793106,25699787
2013-02-28,25.967743,26.223909,25.958254,25.967743,18.765680,31720341
2013-03-01,25.787476,26.043644,25.759012,25.986717,18.779396,30636302
2013-03-04,25.910816,26.280834,25.863379,26.271347,18.985083,26275271
2013-03-05,26.347248,26.755219,26.347248,26.631880,19.245621,32779716
2013-03-06,26.660341,26.764706,26.499050,26.679317,19.279902,28585850
2013-03-07,26.736242,26.925997,26.679317,26.821632,19.382751,29190319
2013-03-08,26.878557,26.907021,26.603416,26.745731,19.327896,28489198
2013-03-11,26.717268,26.859583,26.660341,26.802656,19.369032,26867830
2013-03-12,26.783682,26.783682,26.451612,26.508539,19.156488,31315816
2013-03-13,26.499050,26.641365,26.375711,26.584440,19.211338,26071955
2013-03-14,26.603416,26.669828,26.451612,26.669828,19.273048,29284547
2013-03-15,26.413662,26.622391,26.337761,26.584440,19.211338,66547874
2013-03-18,26.318787,26.793169,26.318787,26.603416,19.225052,30906547
2013-03-19,26.660341,26.783682,26.470589,26.555977,19.190769,28572570
2013-03-20,26.726755,26.944971,26.669828,26.840607,19.396461,32354006
2013-03-21,26.726755,26.869070,26.593927,26.669828,19.273048,24856693
2013-03-22,26.679317,26.935484,26.669828,26.925997,19.458168,24346346
2013-03-25,26.992411,27.049335,26.546490,26.717268,19.307325,32376350
2013-03-26,26.812143,27.191650,26.783682,27.134726,19.609007,33567476
2013-03-27,27.058825,27.191650,26.992411,27.172676,19.636433,24848999
2013-03-28,27.191650,27.419355,27.153700,27.381405,19.787266,29449919
2013-04-01,27.277040,27.362429,27.210627,27.362429,19.773556,20320698
2013-04-02,27.485769,27.817837,27.457306,27.732449,20.040951,25743845
2013-04-03,27.732449,27.836811,27.400379,27.542694,19.903822,36399679
2013-04-04,27.685009,27.931688,27.552181,27.666035,19.992958,32182941
2013-04-05,27.476280,27.703985,27.438330,27.609108,19.951818,32083655
2013-04-08,27.495256,27.675522,27.172676,27.666035,19.992958,27358994
2013-04-09,27.542694,27.846300,27.466793,27.618595,19.958673,29030744
2013-04-10,27.979128,28.462997,27.941175,28.387096,20.514034,43192288
2013-04-11,28.396584,29.240988,28.387096,29.070210,21.007687,57609954
2013-04-12,28.889942,29.297913,28.889942,29.098673,21.028254,41170399
2013-04-15,29.041746,29.402277,28.889942,28.889942,20.877424,49449991
2013-04-16,28.975332,29.402277,28.918406,29.354839,21.213379,33158418
2013-04-17,29.222012,29.354839,28.965843,29.288425,21.165384,33984649
2013-04-18,29.269449,29.354839,28.918406,29.022770,20.973408,33504236
2013-04-19,29.155598,29.468691,29.041746,29.468691,21.295650,30811582
2013-04-22,29.487665,29.506641,29.184061,29.345350,21.206520,27501917
2013-04-23,29.392790,29.554079,29.060720,29.487665,21.309364,35064683
2013-04-24,29.487665,29.535105,28.994307,29.032257,20.980270,33218813
2013-04-25,29.079697,29.089184,28.387096,28.709677,20.747149,37503850
2013-04-26,27.732449,28.624289,27.314991,28.548388,20.630590,56938556
2013-04-29,28.576851,29.013283,28.396584,28.870968,20.863705,29225944
2013-04-30,27.912712,28.358635,27.542694,27.580645,19.931248,73771463
2013-05-01,27.352942,28.206831,27.324478,27.419355,19.814690,47523595
2013-05-02,27.542694,27.827324,27.504744,27.770397,20.068375,33580651
2013-05-03,28.017078,28.111954,27.229603,27.476280,19.855825,46189758
2013-05-06,27.447819,27.447819,27.229603,27.248577,19.691282,34897518
2013-05-07,27.409866,27.685009,27.352942,27.542694,19.903822,32626043
2013-05-08,27.409866,27.533207,27.115749,27.258064,19.862341,32409551
2013-05-09,27.277040,27.296015,26.963947,27.134726,19.772474,29331661
2013-05-10,27.125237,27.324478,27.106262,27.248577,19.855434,34849140
2013-05-13,27.277040,27.865274,27.201139,27.865274,20.304798,35360330
2013-05-14,27.884251,27.988615,27.779886,27.893738,20.325541,34493309
2013-05-15,27.893738,28.168880,27.685009,28.045542,20.436159,31132314
2013-05-16,27.960152,28.064516,27.722960,27.751423,20.221844,29100413
2013-05-17,27.713472,27.865274,27.352942,27.476280,20.021357,39671401
2013-05-20,27.485769,27.533207,27.182163,27.229603,19.841604,33877879
2013-05-21,27.239088,27.352942,26.859583,27.305504,19.896914,46481400
2013-05-22,28.036053,28.500950,27.713472,27.798861,20.256411,88192185
2013-05-23,27.590134,27.827324,27.371918,27.618595,20.125059,54498546
2013-05-24,27.381405,27.618595,27.210627,27.552181,20.076658,36975269
2013-05-28,27.798861,27.988615,27.457306,27.523720,20.055914,39892741
2013-05-29,27.381405,27.419355,26.660341,26.831120,19.551237,51500337
2013-05-30,26.916510,26.992411,26.669828,26.802656,19.530499,45446477
2013-05-31,26.821632,26.821632,25.834915,25.834915,18.825329,94549808
2013-06-03,25.901327,26.347248,25.730551,26.328274,19.184832,60711243
2013-06-04,26.404175,26.612904,25.929790,26.242884,19.122602,73749645
2013-06-05,26.309298,26.537003,25.977230,26.072105,18.998161,75044168
2013-06-06,26.072105,26.707781,25.986717,26.669828,19.433712,86924434
2013-06-07,26.793169,27.153700,26.593927,26.812143,19.537415,88509123
2013-06-10,26.925997,27.125237,26.821632,26.916510,19.613461,70083306
2013-06-11,26.603416,27.172676,26.518026,26.963947,19.648027,87619125
2013-06-12,27.182163,27.476280,26.944971,26.973434,19.654938,92729444
2013-06-13,26.916510,27.656546,26.897533,27.590134,20.104317,76219588
2013-06-14,27.533207,27.855787,27.457306,27.599621,20.111229,86247977
2013-06-17,27.893738,27.893738,27.419355,27.666035,20.159626,160300857
2013-06-18,27.637571,27.941175,27.542694,27.893738,20.325541,169004579
2013-06-19,27.865274,28.282732,27.419355,27.609108,20.118141,127577846
2013-06-20,27.533207,27.732449,26.992411,27.172676,19.800121,100861265
2013-06-21,27.381405,27.618595,27.001898,27.001898,19.675684,234091503
2013-06-24,26.717268,26.925997,26.110058,26.290323,19.157175,233638177
2013-06-25,26.641365,26.707781,26.166983,26.555977,19.350744,124712864
2013-06-26,26.641365,26.907021,26.423149,26.660341,19.426796,90523317
2013-06-27,26.935484,27.191650,26.669828,26.736242,19.482103,162766585
2013-06-28,27.077799,27.248577,26.574953,26.574953,19.364576,129673936
2013-07-01,26.537003,26.850096,26.290323,26.356735,19.205566,71426523
2013-07-02,26.299810,26.489565,26.015181,26.280834,19.150251,64609778
2013-07-03,26.062618,26.280834,25.929790,26.233397,19.115685,23229738
2013-07-05,26.612904,26.660341,26.356735,26.537003,19.336924,38565333
2013-07-08,26.793169,26.850096,26.641365,26.688805,19.447533,33950289
2013-07-09,26.859583,27.011385,26.821632,26.897533,19.599634,30689318
2013-07-10,27.011385,27.049335,26.859583,26.982922,19.661852,28564138
2013-07-11,27.362429,27.419355,27.144213,27.296015,19.889997,37870220
2013-07-12,27.039848,27.333965,27.001898,27.333965,19.917652,30830765
2013-07-15,27.314991,27.409866,27.068312,27.314991,19.903820,29641326
2013-07-16,27.362429,27.476280,27.153700,27.210627,19.827780,36735800
2013-07-17,27.314991,27.457306,27.172676,27.210627,19.827780,27448057
2013-07-18,27.201139,27.314991,27.001898,27.030361,19.696417,33364897
2013-07-19,27.049335,27.741936,26.907021,27.599621,20.111229,51681309
2013-07-22,27.514231,27.903227,27.514231,27.846300,20.290977,30326637
2013-07-23,27.874763,28.017078,27.817837,27.912712,20.339367,28743529
